	user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
150	2508857	0	2	0	0	non_dach	0	1	4	0	0	
151	424839	704442	0	0	23	de	0	1	0	0	0	
152	1566688	2330622	0	0	15	ch	0	3	6	1	0	
153	1652664	502342	4	18	9	de	1	3	5	3	2	3
154	90973	2130746	0	0	1	de	0	1	0	0	0	
155	1591131	4533036	4	0	0	ch	0	2	4	3	0	
156	1120701	3456869	3	14	21	de	2	2	3	2	0	5
157	938272	0	2	0	0	at	0	3	0	0	2	
158	1885923	76751,412919	0	2	14	de	1	3	4	2	2	7
159	343141	0	2	0	0	de	9	1	0	0	0	3
160	1113132	4141254	4	0	23	de	7	2	5	5	2	8
161	816648	924101,2366748	3	2	9	de	2	3	4	1	2	
162	2666830	4049990,2507888,3847247,76751	3	0	0	de	0	3	7	7	2	
163	2079317	4020979,2317118,3272384	2	0	0	de	0	3	3	3	2	3
164	1623371	444534	2	0	0	de	13	3	4	1	2	8,2
165	1210463	0	2	0	0	de	7	3	3	0	2	8
166	442687	76751	0	0	15	ch	0	2	6	0	2	
167	686298	1283916	0	0	14	de	9	3	4	2	0	5
168	1471419	43445	0	0	1	de	2	2	6	4	0	
169	187991	0	2	0	0	ch	0	3	6	0	0	5
170	2193653	177854	5	0	0	de	0	3	6	3	2	7
171	391875	0	2	0	0	de	6	3	3	0	0	
172	710105	3768439,1005582,2111897	0	0	0	de	0	2	4	2	1	8
173	2904693	0	2	0	0	de	2	1	0	0	1	
174	2211791	494116,1342939	0	0	0	de	0	3	5	1	1	8
175	2572491	1086543,1931005	3	15	1	de	7	2	4	3	0	3
176	357669	4583506	2	0	0	de	2	1	0	0	0	
177	1801302	991642	3	13	8	de	9	1	7	7	0	
178	2486234	1893191,720295,2154072	1	0	0	de	0	3	4	1	2	8
179	1813883	2550008,4427905,4571752,2262224	3	23	21	de	2	3	4	4	0	
180	2553338	4284901,3954962	2	0	0	de	10	2	2	1	1	2,8,5
181	636177	76751	0	0	0	de	0	2	4	2	2	8
182	1312773	127768,3870375	0	0	18	de	10	3	6	5	0	
183	1955650	0	2	0	0	de	7	1	0	0	0	
184	830695	3941800,3378061	3	0	0	de	0	2	4	1	0	5
185	269440	43445	0	0	1	de	1	3	4	2	2	8
186	2588739	3432139	3	0	0	de	0	3	7	3	0	3
187	2131466	76751,2453990	0	0	0	de	0	3	6	0	2	
188	2134203	4432807,221785,4483314	4	0	0	de	0	3	3	1	0	7
189	393107	128836,3307503	3	0	0	de	0	2	6	4	0	
190	1644921	3916449	0	12	16	ch	0	2	4	2	2	2
191	1197828	76751,221785	4	0	0	de	0	3	4	2	1	8
192	1612013	0	3	0	0	de	0	3	5	5	0	3
193	257738	528730,962959,127768,4578384	4	0	0	de	0	3	6	6	0	
194	505158	3432139	0	0	0	de	0	3	2	1	1	
195	1473366	0	2	0	0	at	0	1	3	0	0	
196	2977657	0	2	0	0	de	6	2	2	0	0	
197	2489069	4383018,4472402	0	0	0	at	0	1	2	1	0	
198	1448579	726713	3	0	19	de	9	3	7	4	0	
199	2452609	44411,1819239,1038436,1790126	0	0	18	de	4	3	6	1	2	8,2
200	2517775	0	0	0	0	ch	0	3	6	0	0	
201	2353894	1207236	0	0	5	de	0	1	0	0	0	
202	2546046	1087839,3240672,788101	2	14	21	de	9	1	2	1	1	5
203	2055196	3418410,1792965	0	0	0	de	0	2	3	3	0	
204	2453370	812432	2	3	21	de	10	1	3	2	0	
205	930894	626238	0	0	15	de	0	3	7	3	0	
206	2487643	2088073	0	0	1	de	9	1	0	0	0	3
207	2110477	4454260,4550898,1606477	2	0	0	de	0	2	6	4	0	
208	785075	3079492,3455040	1	0	0	de	0	2	3	1	2	5,3
209	1384319	0	2	0	0	de	9	1	4	0	1	5
210	2619424	3119985,3847702,3432139	3	0	5	de	7	2	6	6	0	
211	1578699	508447	3	0	1	de	0	3	6	4	0	
212	18749	2317118,4284901	6	2	14	de	7	3	7	5	0	3
213	408782	524518	0	0	0	de	0	3	2	2	3	5
214	1114462	18903	2	0	0	de	7	2	5	4	2	3,8
215	302918	3145630	3	0	23	de	13	1	7	7	0	
216	1789212	4580338,4019493	0	0	4	at	0	2	5	3	0	8
217	2002121	4141254	0	9	18	de	2	3	4	1	2	
218	1894809	4173199	2	0	0	de	1	2	6	2	0	
219	1533220	18903	3	14	2	de	7	1	5	5	0	3
220	1789513	1283916	3	0	11	ch	0	3	7	2	0	3
221	2114160	3937157,76751	0	6	11	de	6	3	4	2	0	2
222	1363090	73975	0	0	15	de	3	3	5	0	0	
223	1863906	1072229	3	0	0	ch	0	3	6	5	2	5,3
224	275686	398644,154542,3378061,4533914,1254051,502237	4	0	0	de	0	3	7	4	0	
225	1711359	0	0	0	0	de	0	1	6	6	0	
226	1500820	4284901,508447	0	0	1	de	1	2	3	3	0	
227	2727164	1549791	6	0	0	at	0	3	7	6	0	
228	992373	528730,2954872	4	0	0	de	0	3	6	3	2	5,6
229	161521	635441	3	6	11	de	9	3	5	1	0	
230	581186	3296093	3	7	21	de	6	3	5	2	0	5
231	108692	1549791	0	0	15	at	0	1	0	0	2	
232	368287	3072367	5	14	21	de	3	3	6	2	2	5
233	2201402	3370475	5	19	15	de	7	3	7	1	0	8
234	2181977	0	2	0	0	de	4	1	5	0	0	8
235	105334	0	2	0	0	de	7	2	6	0	0	
236	379874	0	2	0	0	de	7	1	0	0	0	3
237	1112818	0	2	0	0	de	2	3	5	0	2	7
238	2246710	991642	0	0	0	de	0	2	5	1	2	
239	2254332	18903,1342939,4049722,442346	2	0	21	de	10	2	4	4	1	3,5
240	1669306	0	2	0	0	de	0	1	0	0	0	
241	2100772	0	2	0	0	at	0	3	7	1	0	
242	2693540	2394577,2148295	4	0	0	de	0	3	7	5	0	
243	1858403	0	2	0	0	de	10	2	6	0	0	3
244	2057302	2573697,3099696,4427905	3	0	0	de	0	2	7	3	0	
245	2709028	3451742	3	3	8	de	7	2	7	2	0	
246	1569865	3660692	0	0	1	de	2	2	3	0	0	
247	2656435	3543754,1242704,1857995,494116	3	0	0	de	0	3	7	3	0	
248	2433010	3045845,3655435	3	0	21	de	10	3	5	4	0	
249	1748340	3482421	6	2	15	de	9	3	7	3	0	
250	97718	0	2	0	0	de	4	2	4	0	0	3
251	1778421	1459696,4105528	0	0	10	de	1	1	0	0	3	
252	1768636	0	2	0	0	de	2	2	3	0	1	8
253	2445048	494116,976185,4284901	0	0	15	de	2	3	5	2	2	3,2
254	106320	150052	2	0	0	de	0	1	2	2	2	
255	217483	4583506,2608520	2	0	0	de	10	3	4	1	1	8
256	1567667	2915824,4338514,4284901,411627	2	0	0	de	2	3	7	4	2	
257	2046292	0	2	0	0	de	0	2	4	1	0	
258	111479	502342,212162	0	0	1	de	1	1	4	2	1	8,3
259	1059635	848921	0	0	8	ch	0	1	0	0	0	
260	2604261	0	2	0	0	de	0	3	7	0	0	
261	1454497	0	2	0	0	de	13	3	4	0	1	
262	191220	0	2	0	0	de	9	3	4	0	2	8
263	2440446	1766375	0	0	15	de	1	3	3	2	0	5,3
264	879363	1766375	3	14	2	non_dach	0	3	5	2	1	3
265	2597791	4246708,4203068	6	0	14	at	0	2	7	6	0	
266	1270554	3408137	2	0	0	de	1	3	4	1	2	8
267	2479577	3240672,3484208	3	0	3	de	7	2	5	3	2	7,2,9
268	1284756	0	3	0	0	de	0	3	4	0	0	
269	487881	2683869,1766375,138936,3274326,1697930	5	2	14	de	9	3	4	4	0	
270	2775355	0	2	0	0	de	0	1	0	0	0	
271	651552	635441	3	0	15	de	9	3	4	2	0	
272	443508	3408137	3	0	0	de	0	2	4	4	2	
273	965913	4499767	0	0	21	de	15	1	7	6	0	
274	2419713	2865278,4141254,299329,4205078,76751	3	0	0	ch	0	2	1	1	0	5,2
275	2595336	0	2	0	0	de	2	2	3	0	0	
276	248412	1838416,3432139,3580664,2435687	0	0	12	de	7	3	6	4	2	7
277	2145235	2995613,2580946	6	2	14	de	9	3	7	7	0	
278	2221169	1514943	0	0	14	de	10	3	4	1	0	
279	2541790	0	2	0	0	de	0	3	4	0	0	5
280	2195287	0	2	0	0	de	7	2	4	0	0	7,2
281	2763567	0	2	0	0	de	3	3	6	0	0	3
282	2699015	4007215	2	0	0	de	2	3	4	1	1	
283	2193068	621213,1523848	0	0	17	de	9	3	4	2	1	
284	1001889	2135130	4	0	0	de	0	3	4	1	0	
285	979432	234916,962613,1173434	3	0	0	de	0	3	5	3	1	3
286	1457891	2314529	0	0	0	de	0	1	5	5	0	
287	1701826	0	2	0	0	de	9	1	0	0	0	5
288	310514	291827,3455040	2	0	0	de	9	3	4	3	0	5,3
289	1270644	4169675,3293484	5	5	1	de	9	3	7	2	2	8
290	552041	2111897,2573697,635441	0	3	15	at	0	3	7	5	0	
291	714654	1283916	0	2	14	de	9	3	4	3	0	2,8
292	2481127	622035,502342,4333385	3	7	1	de	2	3	7	5	0	3
293	241299	2314529	0	0	0	de	0	2	6	4	3	5
294	1482737	2314529	0	0	16	de	9	1	0	0	0	
295	2154390	412919	0	0	4	de	7	2	7	1	0	
296	1835574	3754554	3	3	2	de	1	1	0	0	0	
297	397583	315526	3	0	0	de	0	2	5	4	2	8
298	1503540	4499767,3378061,4321623,2958665,234916	4	3	8	de	13	2	6	3	0	
299	2081920	1118975,154542	0	0	0	de	0	3	6	2	2	5
300	2095767	578240,744365	4	19	14	ch	0	3	7	1	0	5,2
301	772498	1792965,3432139,4305206,312113	0	19	21	de	9	3	7	2	0	
302	1353226	2913005	3	7	8	de	10	3	5	2	2	8,2
303	1580963	1549791	0	20	15	ch	0	3	7	2	0	
304	517745	3481113	0	0	0	de	0	2	5	4	1	5
305	847233	1581843,1359497	5	0	0	de	0	3	5	4	0	5
306	1381346	3737229	0	0	0	de	0	3	7	2	0	8
307	1499575	0	2	0	0	de	3	3	5	0	3	5
308	821299	0	2	0	0	de	7	3	4	0	0	8
309	1016282	0	0	0	0	de	0	3	3	1	2	8
310	2586087	4544606	3	0	0	de	0	2	5	2	0	
311	2497122	4020231	2	0	0	de	0	2	6	4	0	5
312	1624865	612078,2772448,4499767,2112514	0	0	1	de	1	3	6	3	0	
313	518939	4490078	6	0	0	de	0	2	7	7	1	
314	1049603	4490078	4	0	0	de	0	2	0	0	1	
315	1474389	0	2	0	0	de	9	1	0	0	0	
316	1192373	974288	0	0	8	de	7	3	5	2	0	
317	1152433	0	2	0	0	at	0	1	0	0	0	7
318	545071	3580664	2	0	0	de	0	3	5	1	2	8
319	11635	2135130,3378061,4490078,4547168	4	6	18	de	2	3	5	2	0	
320	1607046	4490078	3	0	0	de	0	1	6	4	0	
321	2331986	3774721	2	0	0	non_dach	0	2	6	3	0	
322	2009409	0	2	0	0	de	0	1	0	0	0	
323	509658	4138763	0	0	0	de	0	1	0	0	2	4
324	2761581	0	2	0	0	de	9	2	3	0	0	
325	550317	675557,4141254	3	3	21	de	10	2	4	1	0	8
326	1056529	0	3	0	0	de	0	2	4	0	0	5
327	348875	0	2	0	0	de	2	1	4	0	0	
328	1595198	2101651	2	0	0	ch	0	2	4	1	1	
329	28321	624061	0	0	23	de	7	2	6	3	0	
330	484793	0	6	0	0	de	0	3	4	3	1	
331	692082	0	2	0	0	de	3	3	4	0	2	8,2
332	1376100	4408755	0	0	0	de	0	3	5	1	3	5
333	565556	3748334	2	0	0	at	0	3	4	2	1	
334	2221830	462974,2169794,2608520,751977	3	0	0	de	0	3	7	7	0	
335	297803	76751,1514943	2	0	0	non_dach	0	3	4	1	1	2,8
336	1612109	805121	4	0	0	de	0	1	5	5	2	
337	1382351	622035,3145630	5	14	2	de	0	3	7	1	0	
338	184848	991642	0	13	1	at	0	1	4	4	0	
339	861634	2870601	3	0	1	de	1	2	4	2	0	3
340	1440083	0	0	0	15	de	7	3	6	1	0	
341	365494	868188	0	0	15	at	0	1	3	3	0	
342	290357	3287640	0	0	23	de	9	3	6	3	0	
343	2286387	30045	0	0	8	de	10	2	6	3	0	
344	1896434	3533669	3	0	0	de	0	3	4	2	0	
345	716898	1010707,3135786,744365	0	0	0	de	0	3	2	0	0	7
346	394012	2566476	0	0	19	de	0	1	2	2	0	
347	444824	0	2	0	0	de	9	2	5	0	0	3
348	1044924	0	2	0	0	non_dach	0	1	0	0	3	
349	2233446	502342	3	14	21	de	10	3	5	1	2	2,7
350	1924664	0	2	0	0	de	2	2	4	0	1	7,2
351	855236	3287640	0	0	14	de	9	1	0	0	0	
352	257950	0	2	0	0	de	5	2	4	0	1	8
353	1448304	4138763,3870375	6	0	0	de	0	3	5	5	1	
354	2327922	682906	0	0	15	de	0	2	3	2	0	7
355	2044889	2088073	3	0	1	de	1	2	5	4	2	
356	2166003	3033879,1766375,2573697,1122629,1501968	4	7	1	de	2	3	7	2	3	
357	802141	4490078	3	0	0	de	0	2	7	3	0	
358	2472715	4143327	3	15	1	de	1	3	5	1	0	3
359	2288019	438935	0	0	22	de	6	1	0	0	0	
360	897123	2657518	0	0	0	de	0	3	4	2	1	2
361	2030083	682906,4499767,1134369	3	3	15	de	0	1	2	1	0	
362	2565112	2973232	3	0	21	de	9	3	6	2	0	
363	2761193	3482421	2	0	0	ch	0	3	7	2	0	
364	1147426	3754554	0	5	15	de	0	1	3	3	0	
365	2229751	76751,878374	3	14	9	de	2	2	3	2	0	3
366	1619158	1826305	4	0	1	de	2	2	7	7	0	
367	595968	1934650,3321196	0	5	15	de	10	3	7	2	0	
368	1929803	0	3	5	20	de	9	3	4	1	2	
369	162429	31181	3	0	21	de	7	1	6	6	2	2
370	572820	76751,2177460	3	6	15	de	1	3	5	1	0	
371	1819605	328529	0	0	2	de	1	1	3	1	0	
372	1778645	1363305	3	2	21	de	7	3	6	2	0	3
373	2638596	3533669	3	20	1	de	9	3	4	1	1	3
374	1248686	2915808,502342,1458399,3170691	0	7	8	de	9	3	4	1	0	
375	551081	3533669	3	20	1	de	10	3	5	3	0	
376	2066351	1072229,1506826	0	0	9	de	1	1	4	2	2	5
377	432418	2774232	0	0	0	de	0	1	4	4	1	
378	1669270	502342	3	7	1	de	6	3	7	2	0	3
379	2455207	3241763,2978502,234916	0	3	2	de	2	3	5	5	0	
380	1293619	3836325	2	0	0	de	0	3	5	1	2	8,3,2
381	28276	2314529	3	14	21	de	1	3	5	3	0	
382	1762563	935309,76751,3328595,4310092	3	0	4	de	7	3	7	7	0	
383	2137748	1371812,1581843	4	0	0	de	0	3	4	2	0	
384	1910850	2314529	2	0	0	de	0	1	4	2	0	
385	1475426	2088073,2646148,675056,30971,3533669	3	0	0	non_dach	0	2	3	3	0	
386	330281	1873880,1107970,4008409	3	0	0	de	0	1	3	3	1	
387	2787207	612078	4	0	0	de	0	2	0	0	3	
388	1574632	543252,128836	3	0	2	de	6	3	5	3	0	
389	152067	4141254,2573697,4017590,76751	3	7	21	de	6	3	6	3	0	
390	144191	4175020	3	0	7	at	0	3	6	3	0	
391	2926996	1792965,3916449	3	0	0	de	0	3	6	5	0	
392	1332507	3210328,76887	3	0	10	de	6	1	4	4	0	
393	1115093	2920801,2608520,906892	3	0	21	de	9	2	6	1	0	
394	2931707	1342939,148260,4254729	3	2	14	de	6	3	4	1	3	8
395	1256484	0	2	0	0	de	6	1	0	0	0	
396	605562	0	2	0	0	de	1	1	0	0	1	
397	2852719	1549791,1109152	6	0	21	de	6	3	7	5	2	5
398	1131209	0	2	0	0	de	9	1	0	0	0	
399	248615	0	2	0	0	de	3	3	4	0	2	2
400	324447	2424638,76751	0	0	19	at	0	1	0	0	0	
401	1557830	901174	3	3	8	de	10	3	5	1	0	
402	2459923	412919	0	14	21	de	1	2	4	1	1	5
403	2719145	2314529	2	0	0	de	0	2	4	3	1	5
404	298507	444534	3	0	0	de	0	2	4	2	1	8
405	2632072	2314529	2	0	0	de	0	2	5	4	1	5
406	120068	0	2	0	0	de	9	2	5	0	0	
407	2538202	3920765	3	0	0	de	0	3	4	3	1	
408	622845	63375	3	0	0	de	0	2	3	2	0	2,7
409	1865041	226689	3	5	2	de	6	3	4	1	0	
410	507916	3370475	4	3	17	de	10	3	5	2	2	
411	1175935	401445	3	0	8	de	9	2	6	5	0	3
412	139756	2111897	4	3	12	de	6	3	5	3	0	
413	2234639	3474546	0	14	2	ch	0	3	7	4	0	
414	2155016	2978502,3977471,4499767	4	3	8	de	9	2	4	3	2	8,2
415	929333	3698102	0	0	1	de	0	3	5	2	0	
416	2629678	4484357,1662103,1079599	3	0	0	de	0	3	3	2	0	
417	1439793	1443376,4574106,1766375	3	20	8	de	1	3	6	2	0	3
418	881780	2660625,4169675,1955236,4329775	4	0	0	de	0	3	7	4	2	2,8
419	1789955	4451534,4583506,4499478,2380081,1768488,1616580	0	0	2	de	2	3	5	3	0	8
420	2084952	3341539,76751,4451534,76887,744365	5	0	0	de	0	3	7	5	2	8
421	971969	2585795	3	1	2	ch	0	1	3	1	0	
422	2963617	3482421,246620,4533036	4	0	0	de	0	1	4	1	0	
423	2773084	22459,788101	3	0	21	de	1	2	5	2	0	
424	924276	2573697,3551384	4	7	21	de	1	2	7	4	2	2,3
425	2296347	4351125,1012013	3	0	3	de	2	2	4	3	0	3
426	1665835	440118,4284901	0	0	10	de	2	3	5	3	2	8
427	2657941	1214093,1549791,1581843,76751	4	2	21	de	10	3	6	3	0	
428	433852	3119985,3856731	6	0	0	de	0	2	7	4	0	
429	6352	0	2	0	0	de	1	3	5	0	1	3
430	2058467	0	2	0	0	de	2	1	3	0	0	
431	2444850	3171029,4470114,2585795	3	0	0	de	0	3	6	3	0	
432	1247231	3145630	4	0	0	de	0	3	7	3	0	
433	2979840	0	2	0	0	de	1	1	0	0	0	
434	2281966	3602236,878374,2616578	2	0	0	de	8	2	4	3	0	
435	1878734	0	2	0	0	de	7	1	5	0	0	
436	730636	1581843,3883878,994996	4	0	0	de	0	3	6	3	0	
437	2803314	22459,3408137,1118975,1447960	3	0	0	de	0	3	5	4	1	4,8
438	2028838	2915824,4499767,4321623,1342939	0	0	18	de	9	3	0	0	2	2
439	1295628	3135218,812432	3	3	8	de	2	1	4	4	0	
440	2182845	2140778,3241763	4	7	7	de	9	3	6	2	0	
441	67814	2378915,4321623,695787	4	0	0	de	0	2	7	5	2	7
